Patient : {{ patient.patient_name }}
Doigt : {{ patient.finger }}
Phalange : {{ patient.phalange }}
Opérateur : {{ patient.operator }}
Date de sauvegarde : 2025-05-23 11:32:20

Temps (mm:ss) F    | Force (N)    | Temps (mm:ss) A    | Amplitude (°)
                   |              | 30:31              | 4.00        
                   |              | 30:31              | 3.00        
                   |              | 30:31              | 3.00        
                   |              | 30:31              | 2.00        
                   |              | 30:32              | 1.00        
                   |              | 30:32              | 1.00        
                   |              | 30:32              | 0.00        
                   |              | 30:32              | 1.00        
                   |              | 30:32              | 2.00        
                   |              | 30:32              | 2.00        
                   |              | 30:32              | 3.00        
                   |              | 30:32              | 3.00        
                   |              | 30:32              | 4.00        
                   |              | 30:33              | 3.00        
                   |              | 30:33              | 2.00        
                   |              | 30:33              | 3.00        
                   |              | 30:33              | 2.00        
                   |              | 30:33              | 2.00        
                   |              | 30:33              | 1.00        
                   |              | 30:33              | 1.00        
                   |              | 30:34              | 0.00        
                   |              | 30:34              | 1.00        
                   |              | 30:34              | 2.00        
                   |              | 30:34              | 2.00        
                   |              | 30:34              | 1.00        
                   |              | 30:34              | 1.00        
                   |              | 30:35              | 0.00        
                   |              | 30:35              | 0.00        
                   |              | 30:35              | 1.00        
                   |              | 30:35              | 1.00        
                   |              | 30:35              | 0.00        
                   |              | 30:36              | 0.00        
                   |              | 30:36              | 1.00        
                   |              | 30:36              | 0.00        
                   |              | 30:37              | 1.00        
                   |              | 30:37              | 1.00        
                   |              | 30:37              | 0.00        
                   |              | 30:37              | 0.00        
                   |              | 30:38              | 1.00        
                   |              | 30:38              | 1.00        
                   |              | 30:38              | 2.00        
                   |              | 30:38              | 2.00        
                   |              | 30:38              | 3.00        
                   |              | 30:38              | 4.00        
                   |              | 30:39              | 5.00        
                   |              | 30:39              | 5.00        
                   |              | 30:39              | 6.00        
                   |              | 30:39              | 6.00        
                   |              | 30:39              | 5.00        
                   |              | 30:39              | 5.00        
                   |              | 30:39              | 4.00        
                   |              | 30:39              | 4.00        
                   |              | 30:39              | 3.00        
                   |              | 30:39              | 3.00        
                   |              | 30:40              | 2.00        
                   |              | 30:40              | 3.00        
                   |              | 30:40              | 2.00        
                   |              | 30:40              | 3.00        
                   |              | 30:40              | 4.00        
                   |              | 30:40              | 4.00        
                   |              | 30:41              | 5.00        
                   |              | 30:41              | 5.00        
                   |              | 30:41              | 6.00        
                   |              | 30:42              | 7.00        
                   |              | 30:42              | 6.00        
                   |              | 30:42              | 5.00        
                   |              | 30:42              | 5.00        
                   |              | 30:42              | 4.00        
                   |              | 30:42              | 5.00        
                   |              | 30:42              | 4.00        
                   |              | 30:43              | 4.00        
                   |              | 30:43              | 5.00        
                   |              | 30:43              | 4.00        
                   |              | 30:43              | 5.00        
                   |              | 30:43              | 5.00        
                   |              | 30:44              | 6.00        
                   |              | 30:44              | 6.00        
                   |              | 30:44              | 5.00        
                   |              | 30:44              | 5.00        
                   |              | 30:45              | 4.00        
                   |              | 30:45              | 4.00        
                   |              | 30:45              | 5.00        
                   |              | 30:45              | 5.00        
                   |              | 30:45              | 6.00        
                   |              | 30:45              | 6.00        
                   |              | 30:45              | 5.00        
                   |              | 30:46              | 5.00        
                   |              | 30:46              | 4.00        
                   |              | 30:46              | 4.00        
                   |              | 30:46              | 0.00        
                   |              | 30:46              | 1.00        
                   |              | 30:46              | 1.00        
                   |              | 30:46              | 2.00        
                   |              | 30:46              | 3.00        
                   |              | 30:46              | 3.00        
                   |              | 30:46              | 4.00        
                   |              | 30:46              | 4.00        
                   |              | 30:46              | 6.00        
                   |              | 30:47              | 5.00        
                   |              | 30:47              | 5.00        
                   |              | 30:47              | 7.00        
                   |              | 30:47              | 7.00        
                   |              | 30:47              | 8.00        
                   |              | 30:47              | 8.00        
                   |              | 30:47              | 7.00        
                   |              | 30:47              | 7.00        
                   |              | 30:47              | 6.00        
                   |              | 30:48              | 6.00        
                   |              | 30:48              | 4.00        
                   |              | 30:48              | 4.00        
                   |              | 30:48              | 5.00        
                   |              | 30:48              | 5.00        
                   |              | 30:48              | 4.00        
                   |              | 30:48              | 6.00        
                   |              | 30:48              | 6.00        
                   |              | 30:49              | 5.00        
                   |              | 30:49              | 5.00        
                   |              | 30:49              | 4.00        
                   |              | 30:49              | 4.00        
                   |              | 30:49              | 3.00        
                   |              | 30:49              | 3.00        
                   |              | 30:49              | 4.00        
                   |              | 30:49              | 3.00        
                   |              | 30:49              | 4.00        
                   |              | 30:50              | 4.00        
                   |              | 30:50              | 5.00        
                   |              | 30:50              | 5.00        
                   |              | 30:50              | 6.00        
                   |              | 30:50              | 6.00        
                   |              | 30:50              | 5.00        
                   |              | 30:50              | 5.00        
                   |              | 30:51              | 6.00        
                   |              | 30:51              | 6.00        
                   |              | 30:51              | 5.00        
                   |              | 30:51              | 6.00        
                   |              | 30:51              | 6.00        
                   |              | 30:51              | 5.00        
                   |              | 30:51              | 5.00        
                   |              | 30:52              | 4.00        
                   |              | 30:52              | 5.00        
                   |              | 30:52              | 4.00        
                   |              | 30:52              | 4.00        
                   |              | 30:52              | 3.00        
                   |              | 30:52              | 3.00        
                   |              | 30:52              | 4.00        
                   |              | 30:52              | 4.00        
                   |              | 30:52              | 5.00        
                   |              | 30:52              | 5.00        
                   |              | 30:53              | 4.00        
                   |              | 30:53              | 5.00        
                   |              | 30:53              | 5.00        
                   |              | 30:53              | 6.00        
                   |              | 30:53              | 5.00        
                   |              | 30:53              | 6.00        
                   |              | 30:53              | 6.00        
                   |              | 30:54              | 5.00        
                   |              | 30:54              | 5.00        
                   |              | 30:54              | 6.00        
                   |              | 30:54              | 1.00        
                   |              | 30:54              | 2.00        
                   |              | 30:54              | 2.00        
                   |              | 30:54              | 1.00        
                   |              | 30:54              | 4.00        
                   |              | 30:54              | 3.00        
                   |              | 30:54              | 6.00        
                   |              | 30:54              | 4.00        
                   |              | 30:54              | 3.00        
                   |              | 30:54              | 0.00        
                   |              | 30:54              | 1.00        
                   |              | 30:55              | 2.00        
                   |              | 30:55              | 4.00        
                   |              | 30:55              | 5.00        
                   |              | 30:55              | 6.00        
                   |              | 30:55              | 6.00        
                   |              | 30:55              | 9.00        
                   |              | 30:55              | 10.00       
                   |              | 30:55              | 9.00        
                   |              | 30:55              | 5.00        
                   |              | 30:55              | 5.00        
                   |              | 30:55              | 6.00        
                   |              | 30:55              | 6.00        
                   |              | 30:56              | 7.00        
                   |              | 30:56              | 8.00        
                   |              | 30:56              | 13.00       
                   |              | 30:56              | 13.00       
                   |              | 30:56              | 12.00       
                   |              | 30:56              | 12.00       
                   |              | 30:56              | 11.00       
                   |              | 30:56              | 11.00       
                   |              | 30:56              | 10.00       
                   |              | 30:56              | 10.00       
                   |              | 30:56              | 9.00        
                   |              | 30:56              | 9.00        
                   |              | 30:56              | 8.00        
                   |              | 30:56              | 8.00        
                   |              | 30:57              | 7.00        
                   |              | 30:57              | 7.00        
                   |              | 30:57              | 6.00        
                   |              | 30:57              | 5.00        
                   |              | 30:57              | 5.00        
                   |              | 30:57              | 4.00        
                   |              | 30:57              | 4.00        
                   |              | 30:57              | 3.00        
                   |              | 30:57              | 3.00        
                   |              | 30:57              | 2.00        
                   |              | 30:57              | 2.00        
                   |              | 30:57              | 1.00        
                   |              | 30:58              | 1.00        
                   |              | 30:58              | 0.00        
                   |              | 30:58              | 0.00        
                   |              | 30:58              | 5.00        
                   |              | 30:58              | 4.00        
                   |              | 30:58              | 4.00        
                   |              | 30:58              | 3.00        
                   |              | 30:58              | 3.00        
                   |              | 30:58              | 2.00        
                   |              | 30:58              | 2.00        
                   |              | 30:59              | 1.00        
                   |              | 30:59              | 1.00        
                   |              | 30:59              | 0.00        
                   |              | 30:59              | 1.00        
                   |              | 30:59              | 2.00        
                   |              | 30:59              | 2.00        
                   |              | 30:59              | 3.00        
                   |              | 30:59              | 3.00        
                   |              | 31:00              | 2.00        
                   |              | 31:00              | 2.00        
                   |              | 31:00              | 3.00        
                   |              | 31:00              | 3.00        
                   |              | 31:00              | 4.00        
                   |              | 31:00              | 4.00        
                   |              | 31:00              | 5.00        
                   |              | 31:00              | 5.00        
                   |              | 31:00              | 6.00        
                   |              | 31:00              | 6.00        
                   |              | 31:01              | 7.00        
                   |              | 31:01              | 7.00        
                   |              | 31:03              | 6.00        
                   |              | 31:03              | 6.00        
                   |              | 31:03              | 5.00        
                   |              | 31:03              | 5.00        
                   |              | 31:03              | 6.00        
                   |              | 31:03              | 6.00        
                   |              | 31:03              | 5.00        
                   |              | 31:04              | 5.00        
                   |              | 31:04              | 6.00        
                   |              | 31:04              | 6.00        
                   |              | 31:04              | 5.00        
                   |              | 31:04              | 5.00        
                   |              | 31:04              | 6.00        
                   |              | 31:04              | 6.00        
                   |              | 31:06              | 5.00        
                   |              | 31:06              | 5.00        
                   |              | 31:06              | 4.00        
                   |              | 31:06              | 4.00        
                   |              | 31:06              | 3.00        
                   |              | 31:07              | 3.00        
                   |              | 31:07              | 2.00        
                   |              | 31:07              | 2.00        
                   |              | 31:07              | 1.00        
                   |              | 31:07              | 1.00        
                   |              | 31:07              | 0.00        
                   |              | 31:07              | 0.00        
                   |              | 31:07              | 1.00        
                   |              | 31:08              | 1.00        
                   |              | 31:08              | 2.00        
                   |              | 31:08              | 2.00        
                   |              | 31:08              | 3.00        
                   |              | 31:08              | 3.00        
                   |              | 31:08              | 4.00        
                   |              | 31:08              | 4.00        
                   |              | 31:08              | 3.00        
                   |              | 31:08              | 3.00        
                   |              | 31:08              | 2.00        
                   |              | 31:08              | 2.00        
                   |              | 31:09              | 1.00        
                   |              | 31:09              | 0.00        
                   |              | 31:09              | 0.00        
                   |              | 31:09              | 1.00        
                   |              | 31:09              | 2.00        
                   |              | 31:09              | 2.00        
                   |              | 31:09              | 3.00        
                   |              | 31:09              | 3.00        
                   |              | 31:10              | 4.00        
                   |              | 31:10              | 4.00        
                   |              | 31:10              | 5.00        
                   |              | 31:10              | 5.00        
                   |              | 31:10              | 6.00        
                   |              | 31:10              | 5.00        
                   |              | 31:10              | 6.00        
                   |              | 31:10              | 6.00        
                   |              | 31:10              | 5.00        
                   |              | 31:10              | 5.00        
                   |              | 31:11              | 4.00        
                   |              | 31:11              | 4.00        
                   |              | 31:11              | 3.00        
                   |              | 31:11              | 4.00        
                   |              | 31:11              | 5.00        
                   |              | 31:11              | 5.00        
                   |              | 31:12              | 6.00        
                   |              | 31:12              | 5.00        
                   |              | 31:12              | 6.00        
                   |              | 31:12              | 6.00        
                   |              | 31:12              | 5.00        
                   |              | 31:12              | 5.00        
                   |              | 31:12              | 4.00        
                   |              | 31:12              | 5.00        
                   |              | 31:13              | 4.00        
                   |              | 31:13              | 5.00        
                   |              | 31:13              | 6.00        
                   |              | 31:13              | 6.00        
                   |              | 31:13              | 5.00        
                   |              | 31:14              | 5.00        
                   |              | 31:14              | 6.00        
                   |              | 31:14              | 6.00        
                   |              | 31:14              | 10.00       
                   |              | 31:14              | 9.00        
                   |              | 31:14              | 9.00        
                   |              | 31:14              | 8.00        
                   |              | 31:14              | 8.00        
                   |              | 31:14              | 9.00        
                   |              | 31:14              | 9.00        
                   |              | 31:14              | 10.00       
                   |              | 31:14              | 9.00        
                   |              | 31:15              | 7.00        
                   |              | 31:15              | 5.00        
                   |              | 31:15              | 3.00        
                   |              | 31:15              | 2.00        
                   |              | 31:15              | 0.00        
                   |              | 31:15              | 3.00        
                   |              | 31:15              | 3.00        
                   |              | 31:15              | 4.00        
                   |              | 31:15              | 5.00        
                   |              | 31:15              | 5.00        
                   |              | 31:15              | 6.00        
                   |              | 31:15              | 7.00        
                   |              | 31:15              | 8.00        
                   |              | 31:15              | 8.00        
                   |              | 31:16              | 7.00        
                   |              | 31:16              | 8.00        
                   |              | 31:16              | 7.00        
                   |              | 31:16              | 7.00        
                   |              | 31:16              | 8.00        
                   |              | 31:16              | 7.00        
                   |              | 31:16              | 7.00        
                   |              | 31:17              | 8.00        
                   |              | 31:17              | 8.00        
                   |              | 31:17              | 9.00        
                   |              | 31:17              | 9.00        
                   |              | 31:17              | 8.00        
                   |              | 31:17              | 7.00        
                   |              | 31:17              | 7.00        
                   |              | 31:17              | 6.00        
                   |              | 31:17              | 6.00        
                   |              | 31:17              | 7.00        
                   |              | 31:17              | 6.00        
                   |              | 31:18              | 5.00        
                   |              | 31:18              | 5.00        
                   |              | 31:18              | 4.00        
                   |              | 31:18              | 4.00        
                   |              | 31:18              | 3.00        
                   |              | 31:18              | 3.00        
                   |              | 31:18              | 2.00        
                   |              | 31:18              | 2.00        
                   |              | 31:18              | 1.00        
                   |              | 31:18              | 1.00        
                   |              | 31:18              | 0.00        
                   |              | 31:18              | 0.00        
                   |              | 31:19              | 1.00        
                   |              | 31:19              | 1.00        
                   |              | 31:20              | 2.00        
                   |              | 31:20              | 2.00        
                   |              | 31:20              | 3.00        
                   |              | 31:20              | 3.00        
                   |              | 31:20              | 4.00        
                   |              | 31:20              | 4.00        
                   |              | 31:21              | 0.00        
                   |              | 31:23              | 1.00        
                   |              | 31:23              | 1.00        
                   |              | 31:23              | 2.00        
                   |              | 31:23              | 2.00        
                   |              | 31:23              | 3.00        
                   |              | 31:23              | 4.00        
                   |              | 31:23              | 5.00        
                   |              | 31:24              | 5.00        
                   |              | 31:24              | 6.00        
                   |              | 31:24              | 5.00        
                   |              | 31:24              | 5.00        
                   |              | 31:24              | 4.00        
                   |              | 31:24              | 5.00        
                   |              | 31:25              | 3.00        
                   |              | 31:25              | 4.00        
                   |              | 31:25              | 3.00        
                   |              | 31:26              | 5.00        
                   |              | 31:26              | 5.00        
                   |              | 31:26              | 7.00        
                   |              | 31:26              | 8.00        
                   |              | 31:26              | 7.00        
                   |              | 31:27              | 7.00        
                   |              | 31:27              | 7.00        
                   |              | 31:27              | 11.00       
                   |              | 31:27              | 11.00       
                   |              | 31:27              | 10.00       
                   |              | 31:27              | 9.00        
                   |              | 31:27              | 9.00        
                   |              | 31:27              | 8.00        
                   |              | 31:27              | 7.00        
                   |              | 31:27              | 7.00        
                   |              | 31:28              | 6.00        
                   |              | 31:28              | 5.00        
                   |              | 31:28              | 5.00        
                   |              | 31:28              | 4.00        
                   |              | 31:28              | 5.00        
                   |              | 31:28              | 4.00        
                   |              | 31:28              | 4.00        
                   |              | 31:28              | 5.00        
                   |              | 31:28              | 5.00        
                   |              | 31:28              | 4.00        
                   |              | 31:29              | 4.00        
                   |              | 31:29              | 1.00        
                   |              | 31:29              | 0.00        
                   |              | 31:29              | 0.00        
                   |              | 31:29              | 1.00        
                   |              | 31:29              | 1.00        
                   |              | 31:29              | 2.00        
                   |              | 31:29              | 2.00        
                   |              | 31:29              | 3.00        
                   |              | 31:29              | 3.00        
                   |              | 31:29              | 2.00        
                   |              | 31:30              | 3.00        
                   |              | 31:30              | 4.00        
                   |              | 31:30              | 5.00        
                   |              | 31:30              | 5.00        
                   |              | 31:30              | 6.00        
                   |              | 31:30              | 6.00        
                   |              | 31:31              | 7.00        
                   |              | 31:31              | 7.00        
                   |              | 31:31              | 6.00        
                   |              | 31:31              | 6.00        
                   |              | 31:32              | 7.00        
                   |              | 31:32              | 7.00        
                   |              | 31:32              | 6.00        
                   |              | 31:32              | 6.00        
                   |              | 31:33              | 5.00        
                   |              | 31:33              | 5.00        
                   |              | 31:33              | 6.00        
                   |              | 31:33              | 6.00        
                   |              | 31:33              | 5.00        
                   |              | 31:33              | 5.00        
                   |              | 31:33              | 6.00        
                   |              | 31:33              | 6.00        
                   |              | 31:34              | 5.00        
                   |              | 31:34              | 5.00        
                   |              | 31:34              | 4.00        
                   |              | 31:34              | 5.00        
                   |              | 31:35              | 4.00        
                   |              | 31:35              | 4.00        
                   |              | 31:35              | 3.00        
                   |              | 31:35              | 3.00        
                   |              | 31:35              | 2.00        
                   |              | 31:36              | 2.00        
                   |              | 31:36              | 1.00        
                   |              | 31:36              | 1.00        
                   |              | 31:36              | 0.00        
                   |              | 31:36              | 0.00        
                   |              | 31:36              | 1.00        
                   |              | 31:36              | 1.00        
                   |              | 31:37              | 0.00        
                   |              | 31:37              | 0.00        
                   |              | 31:37              | 1.00        
                   |              | 31:37              | 1.00        
                   |              | 31:37              | 2.00        
                   |              | 31:37              | 1.00        
                   |              | 31:38              | 2.00        
                   |              | 31:38              | 2.00        
                   |              | 31:38              | 1.00        
                   |              | 31:38              | 1.00        
                   |              | 31:39              | 0.00        
                   |              | 31:39              | 0.00        
                   |              | 31:46              | 1.00        
                   |              | 31:46              | 1.00        
                   |              | 31:47              | 2.00        
                   |              | 31:47              | 2.00        
                   |              | 31:47              | 3.00        
                   |              | 31:47              | 3.00        
                   |              | 31:47              | 4.00        
                   |              | 31:47              | 4.00        
                   |              | 31:47              | 5.00        
                   |              | 31:48              | 5.00        
                   |              | 31:48              | 4.00        
                   |              | 31:48              | 4.00        
                   |              | 31:48              | 3.00        
                   |              | 31:48              | 3.00        
                   |              | 31:48              | 4.00        
                   |              | 31:48              | 3.00        
                   |              | 31:48              | 2.00        
                   |              | 31:48              | 2.00        
                   |              | 31:49              | 1.00        
                   |              | 31:49              | 1.00        
                   |              | 31:49              | 0.00        
                   |              | 31:49              | 0.00        
                   |              | 31:52              | 1.00        
                   |              | 31:52              | 1.00        
                   |              | 31:53              | 2.00        
                   |              | 31:53              | 2.00        
                   |              | 31:54              | 1.00        
                   |              | 31:54              | 1.00        
                   |              | 31:54              | 2.00        
                   |              | 31:54              | 2.00        
                   |              | 31:54              | 1.00        
                   |              | 31:54              | 1.00        
                   |              | 31:54              | 0.00        
                   |              | 31:55              | 1.00        
                   |              | 31:55              | 2.00        
                   |              | 31:55              | 2.00        
                   |              | 31:55              | 4.00        
                   |              | 31:55              | 4.00        
                   |              | 31:55              | 5.00        
                   |              | 31:55              | 5.00        
                   |              | 31:55              | 6.00        
                   |              | 31:56              | 5.00        
                   |              | 31:56              | 4.00        
                   |              | 31:56              | 4.00        
                   |              | 31:56              | 5.00        
                   |              | 31:56              | 5.00        
                   |              | 31:56              | 6.00        
                   |              | 31:56              | 6.00        
                   |              | 31:56              | 1.00        
                   |              | 31:56              | 1.00        
                   |              | 31:56              | 2.00        
                   |              | 31:57              | 3.00        
                   |              | 31:57              | 3.00        
                   |              | 31:57              | 4.00        
                   |              | 31:57              | 4.00        
                   |              | 31:57              | 5.00        
                   |              | 31:57              | 6.00        
                   |              | 31:57              | 7.00        
                   |              | 31:57              | 7.00        
                   |              | 31:57              | 6.00        
                   |              | 31:57              | 6.00        
                   |              | 31:57              | 5.00        
                   |              | 31:57              | 4.00        
                   |              | 31:57              | 3.00        
                   |              | 31:57              | 2.00        
                   |              | 31:57              | 1.00        
                   |              | 31:58              | 1.00        
                   |              | 31:58              | 0.00        
                   |              | 31:58              | 1.00        
                   |              | 31:58              | 0.00        
                   |              | 31:59              | 0.00        
                   |              | 31:59              | 1.00        
                   |              | 31:59              | 1.00        
                   |              | 31:59              | 0.00        
                   |              | 31:59              | 0.00        
                   |              | 31:59              | 1.00        
                   |              | 31:59              | 1.00        
                   |              | 31:59              | 0.00        
                   |              | 31:59              | 0.00        
                   |              | 31:59              | 1.00        
                   |              | 31:59              | 1.00        
                   |              | 32:00              | 2.00        
                   |              | 32:00              | 2.00        
                   |              | 32:00              | 3.00        
                   |              | 32:00              | 4.00        
                   |              | 32:00              | 5.00        
                   |              | 32:00              | 6.00        
                   |              | 32:00              | 8.00        
                   |              | 32:00              | 7.00        
                   |              | 32:01              | 8.00        
                   |              | 32:01              | 7.00        
                   |              | 32:02              | 8.00        
                   |              | 32:02              | 8.00        
                   |              | 32:02              | 7.00        
                   |              | 32:02              | 7.00        
                   |              | 32:03              | 6.00        
                   |              | 32:03              | 6.00        
                   |              | 32:03              | 5.00        
                   |              | 32:04              | 3.00        
                   |              | 32:04              | 3.00        
                   |              | 32:04              | 1.00        
                   |              | 32:04              | 1.00        
                   |              | 32:04              | 0.00        
                   |              | 32:04              | 0.00        
                   |              | 32:04              | 1.00        
                   |              | 32:04              | 1.00        
                   |              | 32:04              | 2.00        
                   |              | 32:04              | 2.00        
                   |              | 32:04              | 3.00        
                   |              | 32:04              | 3.00        
                   |              | 32:04              | 4.00        
                   |              | 32:05              | 5.00        
                   |              | 32:05              | 5.00        
                   |              | 32:05              | 4.00        
                   |              | 32:06              | 4.00        
                   |              | 32:06              | 5.00        
                   |              | 32:06              | 5.00        
                   |              | 32:07              | 5.00        
                   |              | 32:07              | 6.00        
                   |              | 32:08              | 7.00        
                   |              | 32:08              | 6.00        
                   |              | 32:08              | 7.00        
                   |              | 32:08              | 7.00        
                   |              | 32:08              | 6.00        
                   |              | 32:08              | 6.00        
                   |              | 32:08              | 5.00        
                   |              | 32:08              | 5.00        
                   |              | 32:08              | 4.00        
                   |              | 32:08              | 4.00        
                   |              | 32:08              | 3.00        
                   |              | 32:08              | 3.00        
                   |              | 32:08              | 2.00        
                   |              | 32:08              | 2.00        
                   |              | 32:09              | 1.00        
                   |              | 32:09              | 1.00        
                   |              | 32:10              | 2.00        
                   |              | 32:10              | 1.00        
                   |              | 32:10              | 2.00        
                   |              | 32:10              | 3.00        
                   |              | 32:10              | 3.00        
                   |              | 32:10              | 4.00        
                   |              | 32:10              | 4.00        
                   |              | 32:10              | 5.00        
                   |              | 32:10              | 5.00        
                   |              | 32:10              | 6.00        
                   |              | 32:11              | 6.00        
                   |              | 32:11              | 7.00        
                   |              | 32:11              | 6.00        
                   |              | 32:12              | 7.00        
                   |              | 32:12              | 7.00        
                   |              | 32:12              | 2.00        
                   |              | 32:12              | 2.00        
                   |              | 32:12              | 3.00        
                   |              | 32:12              | 3.00        
                   |              | 32:13              | 4.00        
                   |              | 32:13              | 4.00        
                   |              | 32:13              | 5.00        
                   |              | 32:13              | 5.00        
                   |              | 32:13              | 6.00        
                   |              | 32:13              | 6.00        
                   |              | 32:14              | 7.00        
                   |              | 32:14              | 7.00        
                   |              | 32:16              | 6.00        
                   |              | 32:17              | 6.00        
