Patient : {{ patient.patient_name }}
Doigt : {{ patient.finger }}
Phalange : {{ patient.phalange }}
Opérateur : {{ patient.operator }}
Date de sauvegarde : 2025-05-23 11:35:27

Temps (mm:ss) F    | Force (N)    | Temps (mm:ss) A    | Amplitude (°)
                   |              | 34:47              | 6.00        
                   |              | 34:47              | 8.00        
                   |              | 34:47              | 8.00        
                   |              | 34:48              | 7.00        
                   |              | 34:48              | 7.00        
                   |              | 34:48              | 8.00        
                   |              | 34:49              | 7.00        
                   |              | 34:49              | 6.00        
                   |              | 34:49              | 5.00        
                   |              | 34:49              | 5.00        
                   |              | 34:49              | 4.00        
                   |              | 34:49              | 3.00        
                   |              | 34:49              | 3.00        
                   |              | 34:50              | 1.00        
                   |              | 34:50              | 1.00        
                   |              | 34:50              | 0.00        
                   |              | 34:50              | 2.00        
                   |              | 34:50              | 3.00        
                   |              | 34:50              | 3.00        
                   |              | 34:50              | 4.00        
                   |              | 34:50              | 5.00        
                   |              | 34:50              | 5.00        
                   |              | 34:50              | 6.00        
                   |              | 34:50              | 6.00        
                   |              | 34:50              | 7.00        
                   |              | 34:50              | 7.00        
                   |              | 34:50              | 8.00        
                   |              | 34:51              | 8.00        
                   |              | 34:51              | 9.00        
                   |              | 34:51              | 10.00       
                   |              | 34:51              | 10.00       
                   |              | 34:52              | 11.00       
                   |              | 34:52              | 11.00       
                   |              | 34:52              | 12.00       
                   |              | 34:52              | 11.00       
                   |              | 34:52              | 11.00       
                   |              | 34:53              | 10.00       
                   |              | 34:53              | 10.00       
                   |              | 34:53              | 9.00        
                   |              | 34:53              | 8.00        
                   |              | 34:53              | 8.00        
                   |              | 34:53              | 7.00        
                   |              | 34:53              | 8.00        
                   |              | 34:53              | 7.00        
                   |              | 34:53              | 7.00        
                   |              | 34:54              | 8.00        
                   |              | 34:54              | 8.00        
                   |              | 34:54              | 7.00        
                   |              | 34:54              | 7.00        
                   |              | 34:54              | 8.00        
                   |              | 34:54              | 8.00        
                   |              | 34:55              | 8.00        
                   |              | 34:55              | 7.00        
                   |              | 34:55              | 7.00        
                   |              | 34:55              | 8.00        
                   |              | 34:55              | 8.00        
                   |              | 34:55              | 9.00        
                   |              | 34:56              | 9.00        
                   |              | 34:56              | 8.00        
                   |              | 34:56              | 12.00       
                   |              | 34:56              | 11.00       
                   |              | 34:56              | 10.00       
                   |              | 34:56              | 8.00        
                   |              | 34:56              | 7.00        
                   |              | 34:56              | 5.00        
                   |              | 34:56              | 4.00        
                   |              | 34:56              | 2.00        
                   |              | 34:56              | 2.00        
                   |              | 34:57              | 0.00        
                   |              | 34:57              | 1.00        
                   |              | 34:57              | 2.00        
                   |              | 34:57              | 2.00        
                   |              | 34:57              | 4.00        
                   |              | 34:57              | 4.00        
                   |              | 34:57              | 5.00        
                   |              | 34:57              | 6.00        
                   |              | 34:57              | 7.00        
                   |              | 34:57              | 7.00        
                   |              | 34:57              | 8.00        
                   |              | 34:57              | 8.00        
                   |              | 34:57              | 9.00        
                   |              | 34:58              | 9.00        
                   |              | 34:58              | 10.00       
                   |              | 34:58              | 9.00        
                   |              | 34:58              | 10.00       
                   |              | 34:58              | 9.00        
                   |              | 34:58              | 8.00        
                   |              | 34:58              | 8.00        
                   |              | 34:58              | 7.00        
                   |              | 34:58              | 7.00        
                   |              | 34:58              | 6.00        
                   |              | 34:58              | 6.00        
                   |              | 34:58              | 5.00        
                   |              | 34:59              | 5.00        
                   |              | 34:59              | 4.00        
                   |              | 34:59              | 4.00        
                   |              | 34:59              | 3.00        
                   |              | 34:59              | 3.00        
                   |              | 34:59              | 2.00        
                   |              | 34:59              | 2.00        
                   |              | 34:59              | 1.00        
                   |              | 34:59              | 1.00        
                   |              | 34:59              | 2.00        
                   |              | 34:59              | 2.00        
                   |              | 35:00              | 3.00        
                   |              | 35:00              | 3.00        
                   |              | 35:00              | 4.00        
                   |              | 35:00              | 4.00        
                   |              | 35:00              | 5.00        
                   |              | 35:00              | 5.00        
                   |              | 35:00              | 6.00        
                   |              | 35:00              | 6.00        
                   |              | 35:01              | 5.00        
                   |              | 35:01              | 5.00        
                   |              | 35:01              | 6.00        
                   |              | 35:01              | 6.00        
                   |              | 35:02              | 7.00        
                   |              | 35:02              | 7.00        
                   |              | 35:02              | 8.00        
                   |              | 35:03              | 8.00        
                   |              | 35:03              | 7.00        
                   |              | 35:03              | 7.00        
                   |              | 35:03              | 8.00        
                   |              | 35:03              | 8.00        
                   |              | 35:03              | 9.00        
                   |              | 35:03              | 9.00        
                   |              | 35:03              | 8.00        
                   |              | 35:03              | 8.00        
                   |              | 35:03              | 7.00        
                   |              | 35:04              | 5.00        
                   |              | 35:04              | 4.00        
                   |              | 35:04              | 2.00        
                   |              | 35:04              | 1.00        
                   |              | 35:04              | 0.00        
                   |              | 35:04              | 2.00        
                   |              | 35:04              | 2.00        
                   |              | 35:04              | 3.00        
                   |              | 35:04              | 4.00        
                   |              | 35:04              | 5.00        
                   |              | 35:04              | 6.00        
                   |              | 35:04              | 7.00        
                   |              | 35:04              | 8.00        
                   |              | 35:04              | 8.00        
                   |              | 35:04              | 9.00        
                   |              | 35:04              | 9.00        
                   |              | 35:04              | 10.00       
                   |              | 35:05              | 10.00       
                   |              | 35:05              | 9.00        
                   |              | 35:05              | 9.00        
                   |              | 35:05              | 10.00       
                   |              | 35:05              | 10.00       
                   |              | 35:06              | 9.00        
                   |              | 35:06              | 9.00        
                   |              | 35:07              | 8.00        
                   |              | 35:07              | 9.00        
                   |              | 35:07              | 8.00        
                   |              | 35:07              | 8.00        
                   |              | 35:08              | 7.00        
                   |              | 35:08              | 7.00        
                   |              | 35:08              | 6.00        
                   |              | 35:08              | 6.00        
                   |              | 35:09              | 5.00        
                   |              | 35:09              | 5.00        
                   |              | 35:09              | 6.00        
                   |              | 35:09              | 7.00        
                   |              | 35:09              | 6.00        
                   |              | 35:09              | 5.00        
                   |              | 35:09              | 4.00        
                   |              | 35:09              | 3.00        
                   |              | 35:09              | 2.00        
                   |              | 35:09              | 0.00        
                   |              | 35:09              | 0.00        
                   |              | 35:09              | 1.00        
                   |              | 35:10              | 2.00        
                   |              | 35:10              | 3.00        
                   |              | 35:10              | 3.00        
                   |              | 35:10              | 4.00        
                   |              | 35:10              | 5.00        
                   |              | 35:10              | 5.00        
                   |              | 35:10              | 6.00        
                   |              | 35:10              | 6.00        
                   |              | 35:10              | 7.00        
                   |              | 35:10              | 6.00        
                   |              | 35:10              | 7.00        
                   |              | 35:10              | 7.00        
                   |              | 35:11              | 8.00        
                   |              | 35:11              | 8.00        
                   |              | 35:11              | 7.00        
                   |              | 35:11              | 7.00        
                   |              | 35:11              | 6.00        
                   |              | 35:11              | 6.00        
                   |              | 35:11              | 5.00        
                   |              | 35:11              | 5.00        
                   |              | 35:12              | 6.00        
                   |              | 35:12              | 6.00        
                   |              | 35:12              | 7.00        
                   |              | 35:12              | 8.00        
                   |              | 35:12              | 8.00        
                   |              | 35:12              | 9.00        
                   |              | 35:12              | 8.00        
                   |              | 35:12              | 7.00        
                   |              | 35:13              | 7.00        
                   |              | 35:13              | 6.00        
                   |              | 35:13              | 6.00        
                   |              | 35:13              | 5.00        
                   |              | 35:14              | 4.00        
                   |              | 35:14              | 4.00        
                   |              | 35:14              | 3.00        
                   |              | 35:14              | 3.00        
                   |              | 35:14              | 2.00        
                   |              | 35:14              | 2.00        
                   |              | 35:14              | 3.00        
                   |              | 35:14              | 3.00        
                   |              | 35:14              | 4.00        
                   |              | 35:14              | 4.00        
                   |              | 35:15              | 5.00        
                   |              | 35:15              | 5.00        
                   |              | 35:15              | 4.00        
                   |              | 35:15              | 5.00        
                   |              | 35:16              | 6.00        
                   |              | 35:16              | 6.00        
                   |              | 35:17              | 7.00        
                   |              | 35:17              | 7.00        
                   |              | 35:19              | 6.00        
                   |              | 35:19              | 6.00        
                   |              | 35:20              | 5.00        
                   |              | 35:20              | 5.00        
                   |              | 35:20              | 4.00        
                   |              | 35:20              | 3.00        
                   |              | 35:21              | 4.00        
                   |              | 35:21              | 3.00        
                   |              | 35:21              | 3.00        
                   |              | 35:21              | 2.00        
                   |              | 35:21              | 3.00        
                   |              | 35:21              | 4.00        
                   |              | 35:21              | 4.00        
                   |              | 35:21              | 5.00        
                   |              | 35:21              | 5.00        
                   |              | 35:22              | 6.00        
                   |              | 35:22              | 6.00        
                   |              | 35:22              | 7.00        
                   |              | 35:22              | 7.00        
                   |              | 35:23              | 2.00        
                   |              | 35:23              | 2.00        
                   |              | 35:23              | 3.00        
                   |              | 35:23              | 3.00        
                   |              | 35:23              | 1.00        
                   |              | 35:23              | 0.00        
                   |              | 35:23              | 2.00        
                   |              | 35:23              | 2.00        
                   |              | 35:23              | 3.00        
                   |              | 35:23              | 4.00        
                   |              | 35:23              | 4.00        
                   |              | 35:23              | 5.00        
                   |              | 35:23              | 5.00        
                   |              | 35:24              | 6.00        
                   |              | 35:24              | 6.00        
                   |              | 35:24              | 5.00        
                   |              | 35:24              | 6.00        
                   |              | 35:24              | 7.00        
                   |              | 35:24              | 7.00        
                   |              | 35:24              | 8.00        
                   |              | 35:24              | 8.00        
                   |              | 35:25              | 9.00        
                   |              | 35:25              | 8.00        
                   |              | 35:25              | 8.00        
